topic_id	topic_title	basesubtopic_title	basesubtopic_id
17786	Geometry - Lines	Lines, line segments, and rays - mix of 6015, 6016, 6017, 6018	621
17788	Geometry - Angles	Compare the size of two different angles	3093
17788	Geometry - Angles	Compare two angles based on their mesasures in degrees	7885
17788	Geometry - Angles	Estimate an angle's size by comparing it to 45, 90, and 180 degree angles	2302
17788	Geometry - Angles	Measure an angle with a protractor	4884
17788	Geometry - Angles	Compare, estimate and measure angles - mixed set 7885, 2302, 4884	7886
17788	Geometry - Angles	Name an angle using three points	658
17788	Geometry - Angles	Name an angle using three points (US)	8918
17788	Geometry - Angles	Name an angle using the vertex	7887
17788	Geometry - Angles	Name an angle using 2 alternate conventions - mixed set 658, 7887	7888
17788	Geometry - Angles	Classify an angle as less than, greater than, or equal to a right angle	7889
17788	Geometry - Angles	Classify an angle as acute, right, obtuse, straight, revolution, or reflex from an image	1436
17788	Geometry - Angles	Classify an angle as acute, right, obtuse, straight, revolution, or reflex from its measure	7890
17788	Geometry - Angles	Classify angles from image or measure - mixed set 1436, 7890	1298
17788	Geometry - Angles	Decompose an angle into two smaller angles (US)	3084
17788	Geometry - Angles	Calculate the measure of an angle based on decomposition (US)	3257
17788	Geometry - Angles	Identify equal angles from markings in a diagram	7894
17788	Geometry - Angles	Find value of an angle by identifying equal angles	7895
17788	Geometry - Angles	Equal angles - mixed set 7894, 7895	7896
17788	Geometry - Angles	Find value of an angle by identifying equal angles and include reasoning	6019
17788	Geometry - Angles	Find value of an angle by identifying equal angles and using algebra	6020
17788	Geometry - Angles	Find the value of an angle by identify angles that make a bigger angle	8457
17788	Geometry - Angles	Find value of an angle by identifying sum of angles at a point	3095
17788	Geometry - Angles	Find value of an angle by identifying sum of angles at a point and include reasoning	6021
17788	Geometry - Angles	Find value of an angle by identifying sum of angles at a point, uses algebra	6022
17788	Geometry - Angles	Identify vertically opposite angles	7897
17788	Geometry - Angles	Find value of an angle using vertically opposite angles	691
17788	Geometry - Angles	Vertically opposite angles - mixed set 7897, 691	7898
17788	Geometry - Angles	Find value of an angle using vertically opposite angles and include reasoning	6023
17788	Geometry - Angles	Find value of an angle using vertically opposite angles and algebra	6024
17788	Geometry - Angles	Identify angles on a straight line	7899
17788	Geometry - Angles	Find values of an angle by identifying sum of angles on a straight line	3153
17788	Geometry - Angles	Angles on a straight line - mixed set 7899, 3153	7900
17788	Geometry - Angles	Find values of an angle by identifying sum of angles on a straight line and include reasoning	6025
17788	Geometry - Angles	Find values of an angle by identifying sum of angles on a straight line, uses algebra	6026
17788	Geometry - Angles	Find values of an angle by identifying complementary or supplementary angles	6027
17788	Geometry - Angles	Find values of an angle by identifying complementary or supplementary angles and include reasoning	6028
17788	Geometry - Angles	Find values of an angle by identifying complementary or supplementary angles, uses algebra	712
17788	Geometry - Angles	Identify an angle relationship to solve for unknowns	7901
17788	Geometry - Angles	Identify an angle relationship to solve for unknowns - algebra	6029
17788	Geometry - Angles	Find angles using different angle relationships - mix of 12 BST's on angles	6030
17788	Geometry - Angles	Find missing angles from diagrams using various angle relationships	7902
17788	Geometry - Angles	Solve problems involving multiple angle relationships in one diagram	6031
17790	Geometry - Polygons	Sort shapes that share a common attribute	3085
17790	Geometry - Polygons	Describe 2-dimensional shapes	8025
17790	Geometry - Polygons	Identify whether a figure is a polygon	8026
17790	Geometry - Polygons	Justify whether a figure is a polygon	8027
17790	Geometry - Polygons	Name a polygon by the number of sides	8028
17790	Geometry - Polygons	Identify whether a figure is a regular or irregular polygon	8029
17790	Geometry - Polygons	Justify whether a figure is a regular or irregular polygon	8030
17790	Geometry - Polygons	Identify whether a polygon is concave or convex	8031
17790	Geometry - Polygons	Justify whether a polygon is concave or convex	8032
17790	Geometry - Polygons	Identify and classify polygons - mixed set  8026, 8028, 8029, 8031	8033
17790	Geometry - Polygons	Identify and classify polygons - mixed set  8027, 8028, 8030, 8032	8034
17790	Geometry - Polygons	Identify the heirarchy of polygon attributes	8035
17790	Geometry - Polygons	Identify and classify polygons - mixed set  8034, 8035	8036
17790	Geometry - Polygons	Identify the properties of diagonals in 2d shapes	4334
17790	Geometry - Polygons	Identify properties of polygons - mixed set 8036, 4334	204
17790	Geometry - Polygons	Split up a shape to identify common 2D shapes that construct it	8037
17790	Geometry - Polygons	Combine common 2D shapes to make other figures	8038
17790	Geometry - Polygons	Splitting and combining shapes - mixed set 8037, 8038	3087
17790	Geometry - Polygons	Tangrams (Investigation)	8039
17790	Geometry - Polygons	Calculate the measure of the exterior angles of a regular polygon	8040
17790	Geometry - Polygons	Calculate the measure of the interior angles of a regular polygon	8041
17790	Geometry - Polygons	Identifying polygons from angle conditions	768
17790	Geometry - Polygons	Interior and exterior angles of polygons - mix of 8040, 8041, 768	8042
17791	Geometry - Triangles	Triangles in the movies (Investigation) LIVE	4512
17791	Geometry - Triangles	Classify a triangle as acute, right, or obtuse given angle measures	6032
17791	Geometry - Triangles	Classify a triangle as scalene, isosceles, or equilateral by the lengths of its sides	6033
17791	Geometry - Triangles	Classify a triangle as scalene, isosceles or equilateral by angle measures	6034
17791	Geometry - Triangles	List all classifications of a triangle given sides or angle measures	8458
17791	Geometry - Triangles	Classify triangles - mix of 6032, 6033, 6034	816
17791	Geometry - Triangles	Explore the interior angles of a triangle (Investigation)	6035
17791	Geometry - Triangles	Use interior angle sum of a triangle is 180	6045
17791	Geometry - Triangles	Use exterior angles of a triangle	818
17791	Geometry - Triangles	Prove the triangle angle-sum theorem (Investigation)	8188
17791	Geometry - Triangles	Prove the exterior angle theorem (Investigation)	8190
17791	Geometry - Triangles	Solve problems related to the angles and sides of isosceles and equilateral triangles	1453
17791	Geometry - Triangles	Solve for unknown angle measures in a diagram	6068
17791	Geometry - Triangles	Angles in triangles - mixed set - 6045, 818, 1453, 6068	817
17791	Geometry - Triangles	Proving the base angles theorem for isosceles and equilateral triangles (Investigation)	8193
17791	Geometry - Triangles	Complete proofs that use triangle theorems	8195
17791	Geometry - Triangles	Complete proofs of theorems involving triangles	803
17791	Geometry - Triangles	Order the sides and angles of a triangle	4576
17791	Geometry - Triangles	Proving angle-side relationships in triangles (Investigation)	8198
17791	Geometry - Triangles	Solve problems relating to the range of side lengths for a triangle	8200
17791	Geometry - Triangles	Solve problems relating to the range of side lengths for a triangle (US)	4577
17791	Geometry - Triangles	Proving the triangle inequality theorem (Investigation)	8201
17791	Geometry - Triangles	Solve problems using the triangle hinge theorem and its converse	8202
17791	Geometry - Triangles	Prove the triangle hinge theorem (Investigation)	8204
17791	Geometry - Triangles	Triangles in non-Euclidean geometries (Investigation)	8207
17791	Geometry - Triangles	Geometrical Calculations (Yr 9)	678
17841	Geometry - Angles and Parallel Lines	Identify co-interior, alternate, and corresponding angles in a diagram	6036
17841	Geometry - Angles and Parallel Lines	Identify equal angles using vertical angles and transitivity	6037
17841	Geometry - Angles and Parallel Lines	Identify supplementary angles using linear pairs and substitution	6038
17841	Geometry - Angles and Parallel Lines	Angles and transversals - mixed set  6036, 6037, 6038	6039
17841	Geometry - Angles and Parallel Lines	Angles relationships and parallel lines (Investigation)	6040
17841	Geometry - Angles and Parallel Lines	Find angles formed by parallel lines without reasoning	6041
17841	Geometry - Angles and Parallel Lines	Find angles formed by parallel lines with scaffolding for reasoning	6042
17841	Geometry - Angles and Parallel Lines	Find angles formed by parallel lines with full geometric reasoning	807
17841	Geometry - Angles and Parallel Lines	Find angles formed by parallel lines - mixed set 6041, 6042, 807	6043
17841	Geometry - Angles and Parallel Lines	Find angles formed by parallel lines using multiple steps and geometric reasoning	586
17841	Geometry - Angles and Parallel Lines	Solve contextual problems involving intersecting and parallel lines	7921
17841	Geometry - Angles and Parallel Lines	Angles and parallel lines - mix of 807, 586, 7921	7922
17841	Geometry - Angles and Parallel Lines	Parallel line theorems - proofs without words (investigation)	7926
17841	Geometry - Angles and Parallel Lines	Determine if lines are parallel from angle conditions (multi step)	6044
17841	Geometry - Angles and Parallel Lines	Determine if lines are parallel from angle conditions (one step)	1437
17841	Geometry - Angles and Parallel Lines	Proofs of corresponding, alternate and cointerior angles	278
17841	Geometry - Angles and Parallel Lines	Apply parallel line theorems and converses in formal proofs	801
17841	Geometry - Angles and Parallel Lines	Proofs involving angles and parallel lines - mixed set 278, 801	7929
17841	Geometry - Angles and Parallel Lines	Worlds without the parallel postulate (Investigation)	7930
17843	Geometry - Transformations	Identify everyday actions that are slides and turns	4632
17843	Geometry - Transformations	Creating tessellations (Investigation)	1762
17843	Geometry - Transformations	Identify tessellating polygons (Investigation)	8156
17843	Geometry - Transformations	Identify images that represent translations of 2D shapes	3154
17843	Geometry - Transformations	Describe translations on a grid	838
17843	Geometry - Transformations	Identify and describe the effect of translating figures using coordinates	1228
17843	Geometry - Transformations	Describe translations of geometric objects	4634
17843	Geometry - Transformations	Identify and describe the effect of translating figures - point notation	8157
17843	Geometry - Transformations	Identify images that represent reflections of 2D shapes	2516
17843	Geometry - Transformations	Describe reflections on a grid	1300
17843	Geometry - Transformations	Identify and describe the effect of a reflections across an axis, horizontal or vertical lines	1303
17843	Geometry - Transformations	Identify and describe the effect of a reflections across an axis or y=x - point notation	8158
17843	Geometry - Transformations	Identify and describe the effect of reflecting a figure across a horizontal or vertical line	8159
17843	Geometry - Transformations	Identify and describe the effect of reflecting a figure across any line	8160
17843	Geometry - Transformations	Reflections on the cartesian plane - Mix of 8158, 8159, 8160	8161
